Gene.symbol
LATS2
LDLR
LIFR
LIG4
LMO1
LPIN2
LRP1B
LTK
LYN
LZTR1
MAF
MAGI2
MALT1
MAML1
MAML2
MAP2K1
MAP2K2
MAP2K4
MAP3K1
MAP3K13
MAP3K14
MAP3K4
MAP3K7
MAPK1
MAPK3
MAX
MCL1
MDC1
MDM2
MDM4
MECOM
MED12
MEF2B
MEFV
MEN1
MERTK
MET
MGA
MITF
MKL1
MKNK1
MLH1
MLH3
MLL
mllt10
MLLT3
MN1
MPL
MRE11A
MSH2
MSH3
MSH6
MST1
MST1R
MTAP
MTOR
MUTYH
MVK
MYB
mybl1
MYC
MYCL
MYCL1
MYCN
MYD88
MYH11
MYH9
MYOD1
NAB2
NBN
NBS2
NCOA2
NCOA3
NCOR1
NEGR1
NF1
NF2
NFE2
NFE2L2
NFKBIA
nfkbie
NHP2
NKX2-1
NKX3-1
NLRP3
NME1
NOP10
NOTCH1
NOTCH2
NOTCH3
NOTCH4
NPM1
NRAS
NRG1
NROB1
NSD1
NT5C2
NTHL1
NTRK1
NTRK2
NTRK3
NUP214
NUP93
NUTM1
P2RY8
PAK1
PAK3
PAK7
PALB2
PARK2
PARP1
PARP2
PARP3
PAX3
PAX5
PAX7
PAX8
PBRM1
PCSK9
PDCD1
PDCD1LG2
PDGFB
PDGFRA
PDGFRB
PDK1
PDPK1
PGR
PHF6
PHOX2B
PIGA
PIK3C2B
PIK3C2G
PIK3C3
PIK3CA
PIK3CB
PIK3CD
PIK3CG
PIK3R1
PIK3R2
PIK3R3
PIM1
PLAG1
plcg1
PLCG2
PLK2
PMAIP1
PML
PMS1
PMS2
PNRC1
POLD1
POLE
POLH
POT1
PPARG
PPM1D
PPP2R1A
PPP2R2A
PPP6C
PRDM1
PREX2
PRKAR1A
PRKCI
PRKDC
PRPF40B
prpf8
prps1
PRSS1
PRSS8
psmb2
PSTPIP1
PTCH1
PTEN
PTK2
PTPN11
PTPRD
PTPRO
PTPRS
PTPRT
pum1
QKI
RAB27A
RAB35
RAC1
RAD21
RAD50
RAD51
RAD51B
RAD51C
RAD51D
RAD52
RAD54B
RAD54L
RAF1
RANBP2
RARA
RASA1
RB1
RBBP6
RBM10
RBM15
RBM8A
RECQL
RECQL4
REEP5
REL
RELA
RET
RFWD2
RHEB
RHOA
RICTOR
RINT1
ripk1
RIT1
RNF168
RNF43
ROS1
RPA1
RPN1
rps15
RPS20
RPS6KA4
RPS6KB1
RPS6KB2
RPTOR
RRAGC
RSPO2
RSPO3
RTEL1
RUNX1
RUNX1T1
RYBP
s1pr2
SAMD9
SAMD9L
samhd1
SBDS
SBF2
SDHA
SDHAF2
SDHB
SDHC
SDHD
SEC23B
SETBP1
SETD2
SF1
SF3A1
SF3B1
SGK1
SH2B3
SH2D1A
SHQ1
SLIT2
SLX4
SMAD2
SMAD3
SMAD4
SMAD9
SMARCA2
SMARCA4
SMARCB1
SMARCD1
SMC1A
SMC3
SMO
SNCAIP
SOCS1
SOS1
SOX10
SOX17
SOX2
SOX9
SPEN
SPOP
SPTA1
SRC
SRSF2
SS18
STAG1
STAG2
STAT3
STAT4
STAT5A
STAT5B
stat6
STK11
STK40
SUFU
SUZ12
SYK
TAF1
TAL1
tbl1xr1
TBX3
TCEB1
TCF12
TCF3
TCF7L2
TCIRG1
TEK
TERC
TERF1
TERF2
TERF2IP
TERT
TET1
TET2
TFE3
TFEB
TFRC
TGFBR1
TGFBR2
TIPARP
TLR2
TLR4
TLR7
TLR8
TLR9
TMEM127
TMPRSS2
TNFAIP3
TNFRSF14
TNFRSF1A
TOP1
TOP2A
TP53
TP53BP1
TP63
TPMT
TRAF2
traf3
TRAF7
trim27
TSC1
TSC2
TSHR
TYK2
TYRO3
U2AF1
U2AF2
ubr5
USP6
VAV1
VEGFA
VHL
VTCN1
WAS
WEE1
WHSC1
WHSC1L1
WISP3
WRN
WT1
XIAP
XPA
XPC
XPO1
XRCC1
XRCC2
XRCC3
YAP1
YES1
YWHAE
ZBTB2
ZBTB7A
ZFHX3
zfhx4
zmym3
ZNF217
ZNF703
ZNF750
ZRSR2


