Gene.symbol
A1BG
A2M
A2MP1
NAT1
NAT2
NATP
SERPINA3
AADAC
AAMP
AANAT
AARS1
AAVS1
ABAT
ABCA1
ABCA2
ABCA3
ABCB7
ABCF1
ABCA4
ABL1
AOC1
ABL2
ABO
ABR
ACAA1
ACACA
ACACB
ACADL
ACADM
ACADS
ACADSB
ACADVL
ACAT1
ACAT2
ASIC2
ASIC1
ACHE
ACLS
ACLY
ACO1
ACR
ACO2
ACOX1
ACP1
ACP2
ACP5
ACP3
ACRV1
ACTA1
ACTA2
ACTB
ACTBP2
ACTBP3
ACTBP4
ACTBP6
ACTBP7
ACTBP8
ACTBP9
ACTC1
ACTG1
ACTG2
ACTG1P1
ACTG1P2
ACTG1P3
ACTG1P6
ACTG1P7
ACTG1P8
ACTN4
ACTG1P9
ACTG1P10
ACTL6A
ACTN1
ACTN2
ACTN3
ACVR1
ACVR1B
ACVR2A
ACVR2B
ACVRL1
ACY1
ACYP1
ACYP2
ADA
ADAM8
ADAM10
ADAR
ADARB1
ADARB2
ADCP1
ADCY1
ADCY2
ADCY3
ADCY5
ADCY6
ADCY7
ADCY8
ADCY9
ADCYAP1
ADCYAP1R1
ADD1
ADD2
ADD3
ADFN
PLIN2
ADH1A
ADH1B
ADH1C
ADH4
ADH5
ADH6
ADH7
ADK
ADM
ADORA1
ADORA2A
ADORA2B
ADORA2BP1
ADORA3
ADPRH
PARP1
PARP4
PARP1P1
PARP1P2
ADRA1D
ADRA1B
ADRA1A
ADRA2A
ADRA2B
ADRA2C
ADRB1
ADRB2
ADRB3
GRK2
GRK3
ADSL
ADSS2
AP2A1
AP2A2
AP1B1
AP2B1
AP1G1
AEBP1
TLE5
CRISP1
AF8T
AFA
AFD1
AFG3L1P
AFM
AFP
AGA
ACAN
AGER
AGL
AGMX2
AGRP
JAG1
AGT
AGTR1
AGTR2
APLNR
AGXT
NR0B1
AHCY
AIC
AHR
AHSG
AIF1
AIH3
CRYBG1
AK1
AK2
AK4
AK4P1
AKT1
AKT2
ALAD
ALAS1
ALAS2
ALB
ALCAM
ABCD1
ALDH1A1
ALDH2
ALDH3A1
ALDH1B1
ALDH1A3
ALDH3B1
ALDH3B2
ALDH9A1
ALDH3A2
ABCD2
ALDOA
ALDOAP2
ALDOB
ALDOC
AKR1B1
AKR1B1P2
ALK
ALOX12
ALOX5
ALOX5AP
ALOX12B
ALOX12P1
ALOX12P2
ALOX15
ALOX15B
ALPI
ALPL
ALPP
ALPG
ALS3
ALX3
AMBN
AMBP
AMCN
AMD1
AMD1P2
AMELX
AMELY
AMFR
AMH
AMHR2
AMPD1
AMPD2
AMPD3
AMPH
BIN1
AMT
AMY1A
AMY1B
AMY1C
AMY2A
AMY2B
AMYP1
ANCR
ANG
ANGPT1
ANGPT2
ANK1
ANK2
ANK3
ANOP1
ANPEP
SLC25A4
SLC25A5
SLC25A6
ANXA1
ANXA2
ANXA2P1
ANXA2P2
ANXA2P3
ANXA3
ANXA4
ANXA5
ANXA6
ANXA7
ANXA11
ANXA13
AOAH
AOC2
AOX1
APAF1
NUDT2
APOF
APBA1
APBA2
APBB1
APBB2
APC
APCS
AIRE
APEH
APEX1
BIRC2
BIRC3
XIAP
BIRC5
APLP1
APLP2
APOA1
APOA2
APOA4
APOB
APOBEC1
APOC1
APOC1P1
AQP8
APOC2
APOC3
APOC4
APOD
APOE
APOH
APP
APRT
KLK3
FAS
FASLG
SHROOM2
AQP1
AQP2
AQP3
AQP4
AQP5
AQP6
AQP7
AQP9
AR
ABCC6
ARAF
ARCN1
TRIM23
AREG
ARF1
ARF3
ARF4
ARL4D
ARF4P1
ARF5
ARF6
ARG1
ARG2
RHOA
RHOB
RHOC
RND3
RHOG
ARHGAP1
ARHGAP4
ARHGAP5
ARHGAP6
ARHGDIA
ARHGDIB
ARHGDIG
RHOH
ARL1
PHOX2A
ARL2
ARL3
ARNT
ARNTL
ARR3
ARRB1
ARRB2
ARSA
ARSB
STS
ARSC2
ARSD
ARSL
ARSF
ART1
ART2P
ART3
ART4
ARVCF
ARVD3
ARVD4
ASAH1
ASCL1
ASCL2
ASD1
ASGR1
ASGR2
ASIP
ASL
ASLP1
ASMT
GET3
ASNS
ASNSP2
ASPA
ASPH
ASS1
ASS1P2
ASS1P4
ASS1P5
ASS1P6
ASS1P8
ASS1P9
ASS1P10
ASS1P14
ASTN1
SERPINC1
ZFHX3
ATD
ATF1
ATF3
ATF4
ATF4P1
ATHS
ATIC
ATM
RERE
ATOH1
ATOX1
ATP1A1
ATP1A2
ATP1A3
ATP12A
ATP1A4
ATP1B1
ATP1B2
ATP1B3
ATP1B3P1
ATP1B1P1
FXYD2
ATP2A1
ATP2A2
ATP2A3
ATP2B1
ATP2B2
ATP2B3
ATP2B4
ATP4A
ATP4B
ATP5F1A
ALDH7A1
ATP5F1AP2
ATP5F1B
ATP5F1BP1
ATP5F1C
ATP5F1D
ATP5F1E
ATP5PB
ATP5MC1
ATP5MC2
ATP5MC3
ATP5MC2P1
ATP5ME
ATP5PF
ATP6V1A
ATP6V1B1
ATP6V1B2
ATP6V0C
ATP6V1C1
ATP6V1E1
ATP6V0B
ATP6V1G2
ATP6V0A1
ATP6AP1
ATP7A
ATP5PO
ATP7B
ALDH7A1P1
ALDH7A1P2
ALDH7A1P3
ALDH7A1P4
ATR
ATRX
KIF1A
AUH
AUP1
AVP
AVPR1A
AVPR1B
AVPR2
AXL
AZF1
AZGP1
AZU1
B2M
B2MR
BAAT
BACH1
BAD
BAG1
BAGE
ADGRB1
ADGRB2
ADGRB3
BAK1
NKX3-2
BARD1
BAX
BBS1
BBS2
BBS4
BCAT1
BCAT2
BCHE
BCKDHA
BCKDHB
CCND1
BCL2
BCL2A1
BCL2L1
BCL2L2
BAK1P1
BAK1P2
BCL3
BCL5
BCL6
BCL7A
NBEAP1
BCL9
TNFRSF17
HCN2
OPN1SW
BCR
BCRP4
BCS1L
BCYRN1
BCYRN1P1
BCYRN1P2
BDH1
BDKRB1
BDKRB2
BDNF
BEVI
CFB
BFSP1
BGLAP
BGN
CEACAM1
BHMT
BICD1
BID
BIK
PRDM1
BLK
BLM
BLMH
CXCR5
BLVRA
BLVRB
BNC1
BMI1
BMP1
BMP2
BMP3
BMP4
BMP5
BMP6
BMP7
BMP8B
BMPR1A
BMPR1B
BMPR2
BMX
POLR3D
BNIP1
BNIP2
BNIP3
BNIP3L
BOK
DST
FOXL2
BPGM
BPHL
BPI
BRCA1
BRAF
BRCA2
BRDT
ZFP36L1
ZFP36L2
BRS3
BSG
BST1
BST2
BTC
BTD
KLF9
KLF5
BTF3
BTF3P11
BTF3P1
BTG1
BTK
BTN1A1
BUB1
BVR1
BUB1B
BYSL
TSPO
C1QBP
SERPING1
ERC2-IT1
C1QA
C1QB
C1QC
C1R
C1S
C2
C3
C3AR1
C4A
C4B
C4BPA
C4BPAP2
C4BPB
CAPN5
C5
C5AR1
C6
C7
C8A
C8B
C8G
OSGIN2
C9
VPS51
MRPL49
ZNHIT2
MPPED2
MYRF
TMEM258
DAGLA
GAS8-AS1
FMNL1
LDLRAD4
PTTG1IP
CFAP410
TMEM50B
MPPED1
CA1
CA2
CA3
CA4
CA5A
CA5AP1
CA6
CA7
CA8
CA9
CA11
CA12
CACD
CACNA1A
CACNA1B
CACNA1C
CACNA1D
CACNA1E
CACNA1F
CACNA1S
DDR1
CACNA2D1
CACNB1
CACNB2
CACNB3
CACNB4
CACNG1
SLC25A20
SLC25A20P1
CAD
CALB1
CALB2
S100G
CALCA
CALCB
CALCP
CALCR
CALD1
CALM1
CALM1P1
CALM1P2
CALM2
CALM2P2
CALM2P3
CALM3
CALML3
CALR
CALU
CAMK4
CAMK2A
CAMK2B
CAMK2D
CAMK2G
CAMLG
CAMP
CANX
CAPG
CAPN1
CAPN2
CAPN3
CAPNS1
CAPN6
CAPS
CAPZA1
CAPZA2
CAST
CAPZB
CARS1
CASP1
CASP2
CASP3
CASP4
CASP5
CASP6
CASP7
CASP8
CASP9
CASP10
CASQ1
CASQ2
CASR
CAT
CATR1
CAV1
CAV2
CAV3
RUNX2
RUNX1
RUNX1T1
CBFA2T3
RUNX3
CBFB
SERPINA6
CBL
CBLB
CBLN1
SERPINH1
CBR1
CBR3
CBS
CCA1
CCIN
CCAL1
KYAT1
CCK
CCKAR
CCKBR
KRIT1
CCNA2
CCNB1
CCNC
CCND2
CCND2P1
CCND3
CCND3P1
CCNE1
CCNF
CCNG1
CCNG2
CCNH
CCNT1
CCNT2
CCT
CCT6A
CD1A
CD1B
CD1C
CD1D
CD1E
CD2
CD3D
CD3E
CD3G
CD247
CD4
CD5
CD5L
CD6
CD7
CD8A
CD8B
CD8B2
CD9
CD14
CD19
MS4A1
MS4A3
CD22
CD24P1
CD24P2
CD24P3
CD24P4
CD27
CD28
CD80
CD86
TNFRSF8
TNFSF8
CD33
SIGLEC6
CD34
CD36
SCARB1
SCARB2
CD37
CD38
ENTPD1
ENTPD2
ENTPD6
ENTPD3
ENTPD5
CD40
CD40LG
CD44
CD47
CD48
CD53
CD58
CD59
CD63
CD68
CD69
CD70
CD72
CD74
CD79A
CD79B
CD81
ADGRE5
CD151
CDA
CDAN3
CDB2
CDK1
CDK11B
LRBA
CDC5L
SEPTIN7
CDC6
CDC20
CDC25A
CDC25B
CDC25C
CDC27
CDC34
CDC42
CDH1
CDH2
CDH3
CDH4
CDH5
CDH6
CDH7
CDH8
CDH9
CDH10
CDH11
CDH12
CDH12P2
CDH13
CDH15
CDH16
CDH17
CDH18
CDK2
CDK3
CDK4
CDK5
CDK6
CDK7
CDK8
CDK9
CDKN1A
CDKN1B
CDKN1C
CDKN2A
CDKN2B
CDKN2C
CDKN2D
CDKN3
CDO1
CDR1
CDR2
CDS1
CDSN
CD52
CDX1
CDX2
CDX4
CLGN
CEACAM5
CEBPA
CEBPB
CEBPD
CEBPE
CEBPG
CECR
CEL
CELP
CENPA
CENPB
CENPC
CENPCP1
CENPE
CENPF
CES1
CETN1
CETN2
CETN3
CETP
CFL1
CFL2
CFL1P5
CTSC
CFTR
CGA
CGB3
CGF1
CEACAM3
CEACAMP5
CEACAMP11
CEACAM7
CEACAM8
CEACAM4
CEACAMP1
CEACAMP2
CEACAMP3
CEACAMP4
CEACAMP6
